program_label,program,geoid,category,stusab,state,state_name,county,county_name,tract,pct_occupied,pct_minority,total_units,number_reported,pct_reported,pct_2adults,pct_1adult,pct_disabled_all,pct_age62plus,pct_white,pct_black,pct_native_american,pct_asian_pacific,pct_hispanic,pct_bed1,pct_bed2,pct_bed3,pct_hhwch,name,states
Public Housing,2,17031430101,census tract,IL,17,Illinois,031,Cook County,430101,85.0,100.0,32.0,27,100.0,,63.0,17.0,30.0,0.0,100.0,,,0.0,,,100.0,63.0,IL Illinois Cook County 430101,IL Illinois
Housing Choice Vouchers,3,17031430101,census tract,IL,17,Illinois,031,Cook County,430101,87.0,100.0,391.0,345,100.0,1.0,35.0,21.0,27.0,0.0,98.0,0.0,,2.0,10.0,51.0,40.0,36.0,IL Illinois Cook County 430101,IL Illinois
Project Based Section 8,4,17031430101,census tract,IL,17,Illinois,031,Cook County,430101,99.0,100.0,29.0,29,100.0,3.0,59.0,7.0,14.0,0.0,97.0,,,3.0,31.0,24.0,45.0,62.0,IL Illinois Cook County 430101,IL Illinois
Summary,1,17031430102,census tract,IL,17,Illinois,031,Cook County,430102,89.0,99.0,570.0,506,99.0,0.0,20.0,26.0,44.0,1.0,99.0,,,0.0,67.0,26.0,8.0,20.0,IL Illinois Cook County 430102,IL Illinois
Housing Choice Vouchers,3,17031430102,census tract,IL,17,Illinois,031,Cook County,430102,87.0,100.0,183.0,162,100.0,,17.0,25.0,35.0,0.0,99.0,,,1.0,56.0,28.0,16.0,17.0,IL Illinois Cook County 430102,IL Illinois
Project Based Section 8,4,17031430102,census tract,IL,17,Illinois,031,Cook County,430102,91.0,99.0,386.0,344,98.0,1.0,22.0,26.0,49.0,1.0,99.0,,,0.0,72.0,25.0,3.0,23.0,IL Illinois Cook County 430102,IL Illinois
Summary,1,17031430200,census tract,IL,17,Illinois,031,Cook County,430200,91.0,98.0,903.0,830,100.0,,35.0,14.0,31.0,2.0,89.0,0.0,,9.0,60.0,28.0,12.0,35.0,IL Illinois Cook County 430200,IL Illinois
Housing Choice Vouchers,3,17031430200,census tract,IL,17,Illinois,031,Cook County,430200,87.0,100.0,242.0,214,100.0,,34.0,23.0,21.0,0.0,99.0,,,1.0,22.0,49.0,29.0,34.0,IL Illinois Cook County 430200,IL Illinois
Project Based Section 8,4,17031430200,census tract,IL,17,Illinois,031,Cook County,430200,93.0,98.0,645.0,600,100.0,,36.0,9.0,35.0,2.0,86.0,0.0,,13.0,72.0,22.0,7.0,36.0,IL Illinois Cook County 430200,IL Illinois
Other Multifamily,5,17031430200,census tract,IL,17,Illinois,031,Cook County,430200,86.0,88.0,16.0,16,100.0,,,100.0,31.0,12.0,88.0,,,0.0,100.0,,,,IL Illinois Cook County 430200,IL Illinois
Summary,1,17031430300,census tract,IL,17,Illinois,031,Cook County,430300,87.0,100.0,324.0,285,100.0,1.0,55.0,13.0,16.0,0.0,99.0,,0.0,0.0,3.0,35.0,62.0,56.0,IL Illinois Cook County 430300,IL Illinois
Public Housing,2,17031430300,census tract,IL,17,Illinois,031,Cook County,430300,87.0,100.0,56.0,48,100.0,4.0,58.0,10.0,8.0,0.0,100.0,,,0.0,,6.0,94.0,62.0,IL Illinois Cook County 430300,IL Illinois
Housing Choice Vouchers,3,17031430300,census tract,IL,17,Illinois,031,Cook County,430300,87.0,100.0,267.0,236,100.0,0.0,55.0,14.0,17.0,0.0,99.0,,0.0,0.0,3.0,42.0,56.0,55.0,IL Illinois Cook County 430300,IL Illinois
Project Based Section 8,4,17031430300,census tract,IL,17,Illinois,031,Cook County,430300,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 430300,IL Illinois
Summary,1,17031430400,census tract,IL,17,Illinois,031,Cook County,430400,87.0,99.0,187.0,165,100.0,1.0,50.0,14.0,21.0,1.0,98.0,,,2.0,5.0,33.0,61.0,51.0,IL Illinois Cook County 430400,IL Illinois
Housing Choice Vouchers,3,17031430400,census tract,IL,17,Illinois,031,Cook County,430400,87.0,99.0,186.0,164,100.0,1.0,50.0,13.0,21.0,1.0,98.0,,,2.0,5.0,34.0,62.0,51.0,IL Illinois Cook County 430400,IL Illinois
Project Based Section 8,4,17031430400,census tract,IL,17,Illinois,031,Cook County,430400,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 430400,IL Illinois
Summary,1,17031430500,census tract,IL,17,Illinois,031,Cook County,430500,91.0,99.0,655.0,608,100.0,1.0,26.0,18.0,34.0,1.0,98.0,0.0,,1.0,51.0,29.0,19.0,27.0,IL Illinois Cook County 430500,IL Illinois
Public Housing,2,17031430500,census tract,IL,17,Illinois,031,Cook County,430500,,,6.0,5,,,,,,,,,,,,,,,IL Illinois Cook County 430500,IL Illinois
Housing Choice Vouchers,3,17031430500,census tract,IL,17,Illinois,031,Cook County,430500,87.0,99.0,327.0,289,100.0,1.0,32.0,19.0,22.0,1.0,98.0,,,1.0,18.0,47.0,34.0,33.0,IL Illinois Cook County 430500,IL Illinois
Project Based Section 8,4,17031430500,census tract,IL,17,Illinois,031,Cook County,430500,96.0,99.0,322.0,314,100.0,1.0,21.0,16.0,45.0,1.0,98.0,0.0,,0.0,82.0,12.0,6.0,22.0,IL Illinois Cook County 430500,IL Illinois
Summary,1,17031430600,census tract,IL,17,Illinois,031,Cook County,430600,86.0,100.0,174.0,152,100.0,,28.0,23.0,31.0,0.0,99.0,,,1.0,30.0,46.0,24.0,28.0,IL Illinois Cook County 430600,IL Illinois
Public Housing,2,17031430600,census tract,IL,17,Illinois,031,Cook County,430600,85.0,100.0,44.0,37,100.0,,3.0,41.0,41.0,0.0,100.0,,,0.0,100.0,,,3.0,IL Illinois Cook County 430600,IL Illinois
Housing Choice Vouchers,3,17031430600,census tract,IL,17,Illinois,031,Cook County,430600,87.0,100.0,130.0,115,100.0,,36.0,20.0,28.0,0.0,98.0,,,2.0,7.0,61.0,32.0,36.0,IL Illinois Cook County 430600,IL Illinois
Summary,1,17031430700,census tract,IL,17,Illinois,031,Cook County,430700,87.0,99.0,166.0,147,100.0,1.0,14.0,29.0,33.0,1.0,97.0,,,2.0,56.0,28.0,16.0,15.0,IL Illinois Cook County 430700,IL Illinois
Housing Choice Vouchers,3,17031430700,census tract,IL,17,Illinois,031,Cook County,430700,87.0,99.0,156.0,138,100.0,,11.0,31.0,33.0,1.0,97.0,,,2.0,59.0,28.0,14.0,11.0,IL Illinois Cook County 430700,IL Illinois
Project Based Section 8,4,17031430700,census tract,IL,17,Illinois,031,Cook County,430700,,,10.0,9,,,,,,,,,,,,,,,IL Illinois Cook County 430700,IL Illinois
Summary,1,17031430800,census tract,IL,17,Illinois,031,Cook County,430800,87.0,100.0,85.0,75,100.0,,21.0,22.0,31.0,0.0,99.0,,,1.0,21.0,43.0,36.0,21.0,IL Illinois Cook County 430800,IL Illinois
Housing Choice Vouchers,3,17031430800,census tract,IL,17,Illinois,031,Cook County,430800,87.0,100.0,85.0,75,100.0,,21.0,22.0,31.0,0.0,99.0,,,1.0,21.0,43.0,36.0,21.0,IL Illinois Cook County 430800,IL Illinois
Summary,1,17031430900,census tract,IL,17,Illinois,031,Cook County,430900,87.0,99.0,174.0,154,100.0,1.0,19.0,29.0,32.0,1.0,97.0,,,2.0,19.0,54.0,27.0,20.0,IL Illinois Cook County 430900,IL Illinois
Housing Choice Vouchers,3,17031430900,census tract,IL,17,Illinois,031,Cook County,430900,87.0,99.0,174.0,154,100.0,1.0,19.0,29.0,32.0,1.0,97.0,,,2.0,19.0,54.0,27.0,20.0,IL Illinois Cook County 430900,IL Illinois
Summary,1,17031431200,census tract,IL,17,Illinois,031,Cook County,431200,87.0,100.0,68.0,60,100.0,2.0,37.0,19.0,33.0,0.0,100.0,,,0.0,3.0,38.0,58.0,39.0,IL Illinois Cook County 431200,IL Illinois
Public Housing,2,17031431200,census tract,IL,17,Illinois,031,Cook County,431200,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 431200,IL Illinois
Housing Choice Vouchers,3,17031431200,census tract,IL,17,Illinois,031,Cook County,431200,87.0,100.0,67.0,59,100.0,2.0,36.0,19.0,34.0,0.0,100.0,,,0.0,3.0,39.0,58.0,38.0,IL Illinois Cook County 431200,IL Illinois
Summary,1,17031431301,census tract,IL,17,Illinois,031,Cook County,431301,87.0,98.0,306.0,270,100.0,1.0,42.0,16.0,15.0,2.0,96.0,0.0,,1.0,9.0,41.0,50.0,43.0,IL Illinois Cook County 431301,IL Illinois
Public Housing,2,17031431301,census tract,IL,17,Illinois,031,Cook County,431301,,,5.0,4,,,,,,,,,,,,,,,IL Illinois Cook County 431301,IL Illinois
Housing Choice Vouchers,3,17031431301,census tract,IL,17,Illinois,031,Cook County,431301,87.0,98.0,301.0,266,100.0,2.0,42.0,16.0,15.0,2.0,96.0,0.0,,1.0,9.0,41.0,50.0,44.0,IL Illinois Cook County 431301,IL Illinois
Summary,1,17031431302,census tract,IL,17,Illinois,031,Cook County,431302,88.0,98.0,610.0,547,100.0,0.0,32.0,18.0,34.0,2.0,96.0,0.0,,2.0,22.0,49.0,28.0,32.0,IL Illinois Cook County 431302,IL Illinois
Public Housing,2,17031431302,census tract,IL,17,Illinois,031,Cook County,431302,84.0,100.0,15.0,12,95.0,,50.0,17.0,17.0,0.0,92.0,,,8.0,,100.0,,50.0,IL Illinois Cook County 431302,IL Illinois
Housing Choice Vouchers,3,17031431302,census tract,IL,17,Illinois,031,Cook County,431302,87.0,100.0,514.0,454,100.0,0.0,37.0,20.0,23.0,0.0,98.0,,,2.0,9.0,57.0,34.0,37.0,IL Illinois Cook County 431302,IL Illinois
Other Multifamily,5,17031431302,census tract,IL,17,Illinois,031,Cook County,431302,95.0,89.0,81.0,81,100.0,,1.0,1.0,100.0,11.0,88.0,1.0,,0.0,100.0,,,1.0,IL Illinois Cook County 431302,IL Illinois
Summary,1,17031431400,census tract,IL,17,Illinois,031,Cook County,431400,88.0,98.0,540.0,479,100.0,1.0,25.0,25.0,31.0,2.0,95.0,,0.0,2.0,44.0,39.0,16.0,26.0,IL Illinois Cook County 431400,IL Illinois
Public Housing,2,17031431400,census tract,IL,17,Illinois,031,Cook County,431400,84.0,100.0,31.0,25,95.0,,84.0,2.0,4.0,0.0,96.0,,,4.0,,,100.0,84.0,IL Illinois Cook County 431400,IL Illinois
Housing Choice Vouchers,3,17031431400,census tract,IL,17,Illinois,031,Cook County,431400,87.0,97.0,443.0,391,100.0,1.0,19.0,30.0,34.0,3.0,95.0,,0.0,2.0,46.0,42.0,12.0,20.0,IL Illinois Cook County 431400,IL Illinois
Project Based Section 8,4,17031431400,census tract,IL,17,Illinois,031,Cook County,431400,97.0,100.0,66.0,63,98.0,,41.0,18.0,21.0,0.0,97.0,,,3.0,51.0,40.0,10.0,41.0,IL Illinois Cook County 431400,IL Illinois
Summary,1,17031440101,census tract,IL,17,Illinois,031,Cook County,440101,87.0,99.0,319.0,282,100.0,1.0,27.0,23.0,29.0,1.0,97.0,,,2.0,22.0,51.0,28.0,28.0,IL Illinois Cook County 440101,IL Illinois
Public Housing,2,17031440101,census tract,IL,17,Illinois,031,Cook County,440101,,,3.0,2,,,,,,,,,,,,,,,IL Illinois Cook County 440101,IL Illinois
Housing Choice Vouchers,3,17031440101,census tract,IL,17,Illinois,031,Cook County,440101,87.0,99.0,316.0,279,100.0,1.0,28.0,23.0,29.0,1.0,97.0,,,2.0,22.0,51.0,28.0,29.0,IL Illinois Cook County 440101,IL Illinois
Project Based Section 8,4,17031440101,census tract,IL,17,Illinois,031,Cook County,440101,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 440101,IL Illinois
Summary,1,17031440102,census tract,IL,17,Illinois,031,Cook County,440102,87.0,100.0,290.0,256,100.0,0.0,28.0,27.0,25.0,0.0,98.0,,,2.0,24.0,52.0,25.0,28.0,IL Illinois Cook County 440102,IL Illinois
Housing Choice Vouchers,3,17031440102,census tract,IL,17,Illinois,031,Cook County,440102,87.0,100.0,290.0,256,100.0,0.0,28.0,27.0,25.0,0.0,98.0,,,2.0,24.0,52.0,25.0,28.0,IL Illinois Cook County 440102,IL Illinois
Summary,1,17031440201,census tract,IL,17,Illinois,031,Cook County,440201,87.0,100.0,395.0,349,100.0,1.0,30.0,23.0,31.0,0.0,100.0,,,0.0,11.0,51.0,39.0,31.0,IL Illinois Cook County 440201,IL Illinois
Housing Choice Vouchers,3,17031440201,census tract,IL,17,Illinois,031,Cook County,440201,87.0,100.0,395.0,349,100.0,1.0,30.0,23.0,31.0,0.0,100.0,,,0.0,11.0,51.0,39.0,31.0,IL Illinois Cook County 440201,IL Illinois
Summary,1,17031440202,census tract,IL,17,Illinois,031,Cook County,440202,91.0,87.0,274.0,254,100.0,0.0,13.0,23.0,70.0,13.0,87.0,,,0.0,65.0,23.0,13.0,13.0,IL Illinois Cook County 440202,IL Illinois
Housing Choice Vouchers,3,17031440202,census tract,IL,17,Illinois,031,Cook County,440202,87.0,99.0,161.0,142,100.0,1.0,24.0,32.0,47.0,1.0,99.0,,,1.0,37.0,41.0,23.0,25.0,IL Illinois Cook County 440202,IL Illinois
Project Based Section 8,4,17031440202,census tract,IL,17,Illinois,031,Cook County,440202,97.0,72.0,113.0,112,100.0,,,4.0,100.0,28.0,72.0,,,0.0,100.0,,,,IL Illinois Cook County 440202,IL Illinois
Summary,1,17031440300,census tract,IL,17,Illinois,031,Cook County,440300,87.0,100.0,226.0,200,100.0,1.0,27.0,24.0,37.0,0.0,100.0,,,0.0,24.0,51.0,26.0,28.0,IL Illinois Cook County 440300,IL Illinois
Housing Choice Vouchers,3,17031440300,census tract,IL,17,Illinois,031,Cook County,440300,87.0,100.0,225.0,199,100.0,1.0,27.0,24.0,37.0,0.0,100.0,,,0.0,23.0,51.0,26.0,28.0,IL Illinois Cook County 440300,IL Illinois
Project Based Section 8,4,17031440300,census tract,IL,17,Illinois,031,Cook County,440300,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 440300,IL Illinois
Summary,1,17031440600,census tract,IL,17,Illinois,031,Cook County,440600,87.0,100.0,43.0,38,100.0,,53.0,15.0,16.0,0.0,97.0,,,3.0,,26.0,74.0,53.0,IL Illinois Cook County 440600,IL Illinois
Housing Choice Vouchers,3,17031440600,census tract,IL,17,Illinois,031,Cook County,440600,87.0,100.0,43.0,38,100.0,,53.0,15.0,16.0,0.0,97.0,,,3.0,,26.0,74.0,53.0,IL Illinois Cook County 440600,IL Illinois
Summary,1,17031440700,census tract,IL,17,Illinois,031,Cook County,440700,87.0,96.0,63.0,56,100.0,,34.0,18.0,27.0,4.0,96.0,,,0.0,11.0,38.0,52.0,34.0,IL Illinois Cook County 440700,IL Illinois
Housing Choice Vouchers,3,17031440700,census tract,IL,17,Illinois,031,Cook County,440700,87.0,96.0,62.0,55,100.0,,35.0,19.0,25.0,4.0,96.0,,,0.0,9.0,38.0,53.0,35.0,IL Illinois Cook County 440700,IL Illinois
Project Based Section 8,4,17031440700,census tract,IL,17,Illinois,031,Cook County,440700,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 440700,IL Illinois
Summary,1,17031440800,census tract,IL,17,Illinois,031,Cook County,440800,85.0,99.0,167.0,143,100.0,1.0,34.0,17.0,20.0,1.0,99.0,,,0.0,14.0,56.0,30.0,35.0,IL Illinois Cook County 440800,IL Illinois
Housing Choice Vouchers,3,17031440800,census tract,IL,17,Illinois,031,Cook County,440800,87.0,99.0,118.0,104,100.0,2.0,27.0,22.0,22.0,1.0,99.0,,,0.0,12.0,58.0,31.0,29.0,IL Illinois Cook County 440800,IL Illinois
Project Based Section 8,4,17031440800,census tract,IL,17,Illinois,031,Cook County,440800,80.0,100.0,49.0,39,99.0,,51.0,8.0,13.0,0.0,100.0,,,0.0,21.0,51.0,28.0,51.0,IL Illinois Cook County 440800,IL Illinois
Summary,1,17031440900,census tract,IL,17,Illinois,031,Cook County,440900,87.0,100.0,113.0,100,100.0,,54.0,15.0,21.0,0.0,98.0,,,2.0,5.0,28.0,67.0,54.0,IL Illinois Cook County 440900,IL Illinois
Housing Choice Vouchers,3,17031440900,census tract,IL,17,Illinois,031,Cook County,440900,87.0,100.0,111.0,98,100.0,,53.0,15.0,21.0,0.0,98.0,,,2.0,5.0,28.0,67.0,53.0,IL Illinois Cook County 440900,IL Illinois
Project Based Section 8,4,17031440900,census tract,IL,17,Illinois,031,Cook County,440900,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Cook County 440900,IL Illinois
Summary,1,17031450300,census tract,IL,17,Illinois,031,Cook County,450300,87.0,100.0,110.0,97,100.0,2.0,42.0,19.0,28.0,0.0,98.0,,,2.0,7.0,38.0,55.0,44.0,IL Illinois Cook County 450300,IL Illinois
Housing Choice Vouchers,3,17031450300,census tract,IL,17,Illinois,031,Cook County,450300,87.0,100.0,109.0,96,100.0,2.0,43.0,19.0,27.0,0.0,98.0,,,2.0,6.0,39.0,55.0,45.0,IL Illinois Cook County 450300,IL Illinois
Other Multifamily,5,17031450300,census tract,IL,17,Illinois,031,Cook County,450300,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 450300,IL Illinois
Summary,1,17031460100,census tract,IL,17,Illinois,031,Cook County,460100,87.0,98.0,122.0,108,100.0,2.0,36.0,18.0,21.0,2.0,95.0,,,3.0,11.0,36.0,53.0,38.0,IL Illinois Cook County 460100,IL Illinois
Housing Choice Vouchers,3,17031460100,census tract,IL,17,Illinois,031,Cook County,460100,87.0,98.0,122.0,108,100.0,2.0,36.0,18.0,21.0,2.0,95.0,,,3.0,11.0,36.0,53.0,38.0,IL Illinois Cook County 460100,IL Illinois
Summary,1,17031460200,census tract,IL,17,Illinois,031,Cook County,460200,85.0,98.0,118.0,98,98.0,,57.0,15.0,17.0,2.0,87.0,,,11.0,1.0,13.0,86.0,57.0,IL Illinois Cook County 460200,IL Illinois
Public Housing,2,17031460200,census tract,IL,17,Illinois,031,Cook County,460200,84.0,100.0,71.0,57,95.0,,61.0,13.0,14.0,0.0,86.0,,,14.0,,,100.0,61.0,IL Illinois Cook County 460200,IL Illinois
Housing Choice Vouchers,3,17031460200,census tract,IL,17,Illinois,031,Cook County,460200,87.0,95.0,44.0,39,100.0,,51.0,17.0,21.0,5.0,87.0,,,8.0,,31.0,69.0,51.0,IL Illinois Cook County 460200,IL Illinois
Project Based Section 8,4,17031460200,census tract,IL,17,Illinois,031,Cook County,460200,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Cook County 460200,IL Illinois
Summary,1,17031460301,census tract,IL,17,Illinois,031,Cook County,460301,87.0,100.0,110.0,97,100.0,1.0,43.0,18.0,20.0,0.0,96.0,,,4.0,19.0,24.0,58.0,44.0,IL Illinois Cook County 460301,IL Illinois
Housing Choice Vouchers,3,17031460301,census tract,IL,17,Illinois,031,Cook County,460301,87.0,100.0,110.0,97,100.0,1.0,43.0,18.0,20.0,0.0,96.0,,,4.0,19.0,24.0,58.0,44.0,IL Illinois Cook County 460301,IL Illinois
Summary,1,17031460302,census tract,IL,17,Illinois,031,Cook County,460302,87.0,99.0,207.0,183,100.0,2.0,51.0,13.0,14.0,1.0,97.0,,,2.0,7.0,30.0,63.0,53.0,IL Illinois Cook County 460302,IL Illinois
Housing Choice Vouchers,3,17031460302,census tract,IL,17,Illinois,031,Cook County,460302,87.0,99.0,207.0,183,100.0,2.0,51.0,13.0,14.0,1.0,97.0,,,2.0,7.0,30.0,63.0,53.0,IL Illinois Cook County 460302,IL Illinois
Summary,1,17031460400,census tract,IL,17,Illinois,031,Cook County,460400,87.0,100.0,179.0,158,100.0,,45.0,20.0,26.0,0.0,99.0,,,1.0,4.0,27.0,68.0,45.0,IL Illinois Cook County 460400,IL Illinois
Housing Choice Vouchers,3,17031460400,census tract,IL,17,Illinois,031,Cook County,460400,87.0,100.0,179.0,158,100.0,,45.0,20.0,26.0,0.0,99.0,,,1.0,4.0,27.0,68.0,45.0,IL Illinois Cook County 460400,IL Illinois
Summary,1,17031460500,census tract,IL,17,Illinois,031,Cook County,460500,90.0,99.0,257.0,238,100.0,,24.0,17.0,55.0,1.0,97.0,,,2.0,40.0,33.0,26.0,24.0,IL Illinois Cook County 460500,IL Illinois
Public Housing,2,17031460500,census tract,IL,17,Illinois,031,Cook County,460500,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 460500,IL Illinois
Housing Choice Vouchers,3,17031460500,census tract,IL,17,Illinois,031,Cook County,460500,87.0,100.0,174.0,154,100.0,,37.0,21.0,32.0,0.0,99.0,,,1.0,8.0,51.0,40.0,37.0,IL Illinois Cook County 460500,IL Illinois
Project Based Section 8,4,17031460500,census tract,IL,17,Illinois,031,Cook County,460500,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 460500,IL Illinois
Other Multifamily,5,17031460500,census tract,IL,17,Illinois,031,Cook County,460500,97.0,98.0,80.0,82,100.0,,,2.0,100.0,2.0,98.0,,,0.0,100.0,,,,IL Illinois Cook County 460500,IL Illinois
Summary,1,17031460800,census tract,IL,17,Illinois,031,Cook County,460800,88.0,99.0,262.0,227,98.0,3.0,64.0,9.0,11.0,1.0,95.0,,0.0,3.0,5.0,42.0,52.0,67.0,IL Illinois Cook County 460800,IL Illinois
Public Housing,2,17031460800,census tract,IL,17,Illinois,031,Cook County,460800,,,3.0,2,,,,,,,,,,,,,,,IL Illinois Cook County 460800,IL Illinois
Housing Choice Vouchers,3,17031460800,census tract,IL,17,Illinois,031,Cook County,460800,87.0,98.0,75.0,66,100.0,5.0,38.0,20.0,18.0,2.0,94.0,,,5.0,3.0,41.0,56.0,43.0,IL Illinois Cook County 460800,IL Illinois
Project Based Section 8,4,17031460800,census tract,IL,17,Illinois,031,Cook County,460800,89.0,99.0,185.0,159,97.0,3.0,75.0,5.0,8.0,1.0,96.0,,1.0,3.0,6.0,43.0,50.0,78.0,IL Illinois Cook County 460800,IL Illinois
Summary,1,17031461000,census tract,IL,17,Illinois,031,Cook County,461000,94.0,97.0,405.0,370,97.0,,2.0,39.0,94.0,3.0,85.0,0.0,,12.0,97.0,1.0,2.0,2.0,IL Illinois Cook County 461000,IL Illinois
Public Housing,2,17031461000,census tract,IL,17,Illinois,031,Cook County,461000,93.0,97.0,279.0,248,95.0,,0.0,45.0,99.0,3.0,90.0,0.0,,6.0,100.0,,,0.0,IL Illinois Cook County 461000,IL Illinois
Housing Choice Vouchers,3,17031461000,census tract,IL,17,Illinois,031,Cook County,461000,87.0,100.0,43.0,38,100.0,,13.0,31.0,68.0,0.0,100.0,,,0.0,71.0,8.0,21.0,13.0,IL Illinois Cook County 461000,IL Illinois
Project Based Section 8,4,17031461000,census tract,IL,17,Illinois,031,Cook County,461000,100.0,94.0,83.0,84,99.0,,,26.0,88.0,6.0,62.0,,,32.0,100.0,,,,IL Illinois Cook County 461000,IL Illinois
Summary,1,17031470100,census tract,IL,17,Illinois,031,Cook County,470100,92.0,99.0,279.0,264,100.0,1.0,22.0,11.0,64.0,1.0,99.0,,,0.0,59.0,10.0,31.0,23.0,IL Illinois Cook County 470100,IL Illinois
Housing Choice Vouchers,3,17031470100,census tract,IL,17,Illinois,031,Cook County,470100,87.0,100.0,127.0,112,100.0,2.0,52.0,15.0,15.0,0.0,99.0,,,1.0,4.0,23.0,73.0,54.0,IL Illinois Cook County 470100,IL Illinois
Other Multifamily,5,17031470100,census tract,IL,17,Illinois,031,Cook County,470100,97.0,99.0,152.0,152,100.0,,,2.0,100.0,1.0,99.0,,,0.0,100.0,,,,IL Illinois Cook County 470100,IL Illinois
Summary,1,17031480100,census tract,IL,17,Illinois,031,Cook County,480100,87.0,100.0,44.0,39,100.0,,31.0,18.0,23.0,0.0,100.0,,,0.0,26.0,33.0,41.0,31.0,IL Illinois Cook County 480100,IL Illinois
Public Housing,2,17031480100,census tract,IL,17,Illinois,031,Cook County,480100,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 480100,IL Illinois
Housing Choice Vouchers,3,17031480100,census tract,IL,17,Illinois,031,Cook County,480100,87.0,100.0,42.0,37,100.0,,32.0,18.0,22.0,0.0,100.0,,,0.0,24.0,35.0,41.0,32.0,IL Illinois Cook County 480100,IL Illinois
Project Based Section 8,4,17031480100,census tract,IL,17,Illinois,031,Cook County,480100,,,1.0,1,,,,,,,,,,,,,,,IL Illinois Cook County 480100,IL Illinois
Summary,1,17031480200,census tract,IL,17,Illinois,031,Cook County,480200,87.0,100.0,51.0,45,100.0,2.0,31.0,20.0,31.0,0.0,98.0,,,2.0,2.0,64.0,33.0,33.0,IL Illinois Cook County 480200,IL Illinois
Housing Choice Vouchers,3,17031480200,census tract,IL,17,Illinois,031,Cook County,480200,87.0,100.0,51.0,45,100.0,2.0,31.0,20.0,31.0,0.0,98.0,,,2.0,2.0,64.0,33.0,33.0,IL Illinois Cook County 480200,IL Illinois
Summary,1,17031480300,census tract,IL,17,Illinois,031,Cook County,480300,87.0,100.0,65.0,58,100.0,2.0,47.0,15.0,24.0,0.0,98.0,,,2.0,9.0,29.0,62.0,49.0,IL Illinois Cook County 480300,IL Illinois
Housing Choice Vouchers,3,17031480300,census tract,IL,17,Illinois,031,Cook County,480300,87.0,100.0,59.0,52,100.0,2.0,50.0,13.0,23.0,0.0,98.0,,,2.0,2.0,33.0,65.0,52.0,IL Illinois Cook County 480300,IL Illinois
Other Multifamily,5,17031480300,census tract,IL,17,Illinois,031,Cook County,480300,,,6.0,6,,,,,,,,,,,,,,,IL Illinois Cook County 480300,IL Illinois
Summary,1,17031480400,census tract,IL,17,Illinois,031,Cook County,480400,87.0,99.0,138.0,122,100.0,2.0,38.0,21.0,50.0,1.0,99.0,,,0.0,31.0,17.0,52.0,40.0,IL Illinois Cook County 480400,IL Illinois
Housing Choice Vouchers,3,17031480400,census tract,IL,17,Illinois,031,Cook County,480400,87.0,99.0,136.0,120,100.0,2.0,38.0,21.0,50.0,1.0,99.0,,,0.0,31.0,18.0,52.0,40.0,IL Illinois Cook County 480400,IL Illinois
Project Based Section 8,4,17031480400,census tract,IL,17,Illinois,031,Cook County,480400,,,2.0,2,,,,,,,,,,,,,,,IL Illinois Cook County 480400,IL Illinois
Summary,1,17031480500,census tract,IL,17,Illinois,031,Cook County,480500,87.0,99.0,111.0,98,100.0,,48.0,17.0,23.0,1.0,94.0,1.0,,4.0,5.0,24.0,70.0,48.0,IL Illinois Cook County 480500,IL Illinois
